"","Adaptable","BestValue","CuttingEdge","Delightful","Exciting","Friendly","Generous","Helpful","Intuitive","Brand"
"1889",4,2,5,3,3,5,4,6,5,"Marca_3"
"1890",6,3,4,4,3,3,3,4,3,"Marca_2"
"1891",3,5,4,6,3,4,4,3,4,"Marca_4"
"1892",3,2,5,6,5,2,6,2,3,"Marca_4"
"1893",4,6,5,3,4,4,3,1,2,"Marca_1"
"1894",4,4,5,4,3,3,6,2,4,"Marca_1"
"1895",2,3,4,3,3,4,4,6,5,"Marca_3"
"1896",4,3,3,5,3,5,5,5,4,"Marca_1"
"1897",5,3,5,5,4,5,4,5,3,"Marca_2"
"1898",5,4,3,5,5,3,5,4,2,"Marca_2"
"1899",4,4,4,4,3,5,5,3,5,"Marca_2"
"1900",5,4,4,3,4,3,4,4,4,"Marca_3"
"1901",4,3,5,4,5,5,3,4,5,"Marca_2"
"1902",4,4,5,4,3,5,5,6,4,"Marca_1"
"1903",5,3,4,5,3,5,4,4,4,"Marca_1"
"1904",2,3,4,3,2,3,3,2,2,"Marca_2"
"1905",4,4,5,3,3,5,3,4,4,"Marca_3"
"1906",4,3,5,4,4,4,5,4,3,"Marca_2"
"1907",4,5,6,4,3,2,4,3,2,"Marca_4"
"1908",4,5,7,5,5,5,5,5,4,"Marca_4"
"1909",4,3,3,4,3,4,5,4,4,"Marca_3"
"1910",5,3,4,5,4,5,6,5,4,"Marca_1"
"1911",4,4,5,4,4,4,3,3,2,"Marca_1"
"1912",3,4,3,3,4,5,3,2,4,"Marca_3"
"1913",4,4,3,4,3,3,3,4,4,"Marca_1"
"1914",2,3,5,4,4,5,5,3,5,"Marca_2"
"1915",4,3,4,5,4,5,4,3,4,"Marca_1"
"1916",3,2,4,4,5,3,5,3,3,"Marca_2"
"1917",4,3,4,4,4,5,6,5,3,"Marca_2"
"1918",5,5,3,4,4,5,3,4,4,"Marca_2"
"1919",4,4,5,5,3,7,4,5,5,"Marca_3"
"1920",5,3,3,4,2,5,4,4,5,"Marca_2"
"1921",3,3,3,2,3,4,4,3,4,"Marca_2"
"1922",3,3,4,3,4,2,4,2,4,"Marca_1"
"1923",3,4,2,4,3,6,4,6,5,"Marca_3"
"1924",3,4,4,3,3,3,3,2,2,"Marca_4"
"1925",5,6,5,5,4,4,3,3,3,"Marca_1"
"1926",4,5,5,4,4,3,4,2,4,"Marca_2"
"1927",2,2,4,4,3,4,4,4,3,"Marca_2"
"1928",4,4,3,4,2,5,3,5,3,"Marca_2"
"1929",6,5,3,4,2,6,3,4,5,"Marca_3"
"1930",5,3,3,4,5,5,4,4,3,"Marca_2"
"1931",4,4,4,5,3,5,6,4,5,"Marca_2"
"1932",5,2,3,2,4,5,4,3,3,"Marca_2"
"1933",4,3,4,3,4,3,4,4,3,"Marca_2"
"1934",4,5,3,2,3,4,3,3,4,"Marca_1"
"1935",5,6,3,5,3,6,4,4,4,"Marca_2"
"1936",6,4,4,6,5,3,4,4,5,"Marca_1"
"1937",3,3,4,3,4,5,5,3,5,"Marca_3"
"1938",4,2,4,3,4,5,4,4,4,"Marca_1"
"1939",4,5,3,5,2,2,4,3,4,"Marca_3"
"1940",4,5,7,5,6,5,7,3,4,"Marca_4"
"1941",1,4,6,5,4,3,4,1,2,"Marca_1"
"1942",6,4,5,5,5,4,5,1,3,"Marca_1"
"1943",4,5,5,3,4,3,3,3,3,"Marca_4"
"1944",4,4,4,5,4,5,5,5,3,"Marca_2"
"1945",5,3,5,4,4,4,4,4,5,"Marca_3"
"1946",3,4,4,4,2,4,4,2,3,"Marca_1"
"1947",4,3,4,3,4,4,4,5,3,"Marca_1"
"1948",4,3,4,4,5,5,3,4,3,"Marca_1"
"1949",3,3,3,3,2,7,4,3,3,"Marca_3"
"1950",4,2,3,6,3,6,4,3,5,"Marca_2"
"1951",4,4,5,5,4,5,4,4,4,"Marca_2"
"1952",4,4,4,3,3,4,2,4,3,"Marca_3"
"1953",5,5,4,3,4,3,4,2,1,"Marca_1"
"1954",5,5,4,4,3,4,3,4,3,"Marca_3"
"1955",4,2,3,3,5,4,5,4,5,"Marca_2"
"1956",5,4,5,4,5,4,4,4,4,"Marca_2"
"1957",5,6,6,5,5,3,5,4,4,"Marca_4"
"1958",4,3,3,4,4,5,3,2,4,"Marca_2"
"1959",4,3,4,4,5,7,3,5,5,"Marca_2"
"1960",4,2,4,3,4,4,3,5,6,"Marca_3"
"1961",3,4,2,4,4,5,5,3,4,"Marca_2"
"1962",4,3,6,5,4,4,4,3,2,"Marca_1"
"1963",6,4,4,3,4,3,5,5,4,"Marca_1"
"1964",4,3,4,4,4,5,5,5,5,"Marca_2"
"1965",5,5,5,5,3,6,4,6,5,"Marca_2"
"1966",4,4,6,4,4,5,5,6,4,"Marca_2"
"1967",3,4,6,5,3,3,4,3,2,"Marca_4"
"1968",5,4,5,5,4,6,3,5,4,"Marca_2"
"1969",7,4,5,4,5,3,3,4,5,"Marca_4"
"1970",5,4,5,4,5,5,5,6,5,"Marca_2"
"1971",5,4,2,2,2,4,2,3,3,"Marca_1"
"1972",4,2,3,4,4,5,3,3,4,"Marca_1"
"1973",4,4,4,5,3,3,5,3,3,"Marca_4"
"1974",4,4,4,4,4,3,4,2,3,"Marca_1"
"1975",4,4,4,2,3,6,4,6,5,"Marca_2"
"1976",5,5,3,3,3,5,3,5,4,"Marca_3"
"1977",3,2,6,4,6,4,4,4,4,"Marca_2"
"1978",4,4,4,3,4,4,3,3,3,"Marca_2"
"1979",4,6,3,5,4,6,5,5,5,"Marca_2"
"1980",3,5,5,3,4,5,5,3,3,"Marca_2"
"1981",4,3,4,4,3,4,4,3,3,"Marca_1"
"1982",5,5,3,5,4,3,4,3,2,"Marca_2"
"1983",4,4,4,4,4,5,5,4,4,"Marca_2"
"1984",2,3,4,4,4,3,6,4,3,"Marca_2"
"1985",3,2,4,4,4,5,4,5,3,"Marca_2"
"1986",4,3,3,3,3,4,3,5,5,"Marca_3"
"1987",5,3,4,3,4,5,3,3,3,"Marca_2"
"1988",4,2,3,3,3,3,5,2,2,"Marca_1"
"1989",4,4,4,4,5,4,2,4,4,"Marca_2"
"1990",2,4,4,2,3,3,3,2,3,"Marca_2"
"1991",3,4,5,3,4,5,4,4,5,"Marca_3"
"1992",5,4,5,5,5,4,5,6,3,"Marca_1"
"1993",4,2,3,3,3,5,3,4,3,"Marca_3"
"1994",4,4,6,4,5,6,4,3,3,"Marca_1"
"1995",3,4,3,4,4,2,2,2,3,"Marca_2"
"1996",5,4,3,3,3,5,5,5,6,"Marca_3"
"1997",4,3,4,3,3,5,4,5,5,"Marca_1"
"1998",4,3,5,3,3,5,3,2,4,"Marca_1"
"1999",5,3,5,5,3,5,5,5,3,"Marca_2"
"2000",2,3,3,3,3,3,3,5,3,"Marca_2"
"2001",3,3,4,4,4,2,4,3,2,"Marca_2"
"2002",6,5,2,2,2,6,3,5,5,"Marca_3"
"2003",5,3,3,3,3,4,2,4,4,"Marca_1"
"2004",6,5,4,4,3,5,4,4,4,"Marca_3"
"2005",4,1,5,4,5,4,4,1,3,"Marca_2"
"2006",4,4,3,4,3,5,4,4,5,"Marca_2"
"2007",4,4,4,2,5,4,5,5,4,"Marca_1"
"2008",5,4,5,4,2,3,5,5,4,"Marca_2"
"2009",5,5,5,5,5,5,5,2,4,"Marca_1"
"2010",4,4,4,5,6,4,5,4,4,"Marca_2"
"2011",5,4,3,4,3,3,1,2,3,"Marca_2"
"2012",5,4,4,4,4,4,4,2,2,"Marca_1"
"2013",5,5,5,3,3,4,4,3,4,"Marca_1"
"2014",3,4,3,5,2,5,4,4,3,"Marca_2"
"2015",5,5,3,5,4,6,3,5,5,"Marca_2"
"2016",4,3,3,6,3,4,2,4,4,"Marca_2"
"2017",5,6,5,4,5,4,6,5,6,"Marca_2"
"2018",4,3,3,4,3,5,4,3,4,"Marca_3"
"2019",4,3,4,3,4,3,3,4,2,"Marca_1"
"2020",5,4,4,3,2,5,2,5,3,"Marca_2"
"2021",5,5,4,5,4,3,5,1,2,"Marca_4"
"2022",5,5,3,4,4,4,4,3,3,"Marca_1"
"2023",4,4,3,3,4,4,5,3,1,"Marca_1"
"2024",5,4,2,2,2,5,4,5,4,"Marca_2"
"2025",4,3,4,2,4,5,5,3,2,"Marca_4"
"2026",6,4,3,3,5,5,2,4,5,"Marca_2"
"2027",4,3,3,3,2,4,3,2,2,"Marca_1"
"2028",6,4,4,4,4,4,4,4,3,"Marca_2"
"2029",5,3,5,6,6,4,4,5,5,"Marca_1"
"2030",4,2,5,4,3,3,6,4,3,"Marca_4"
"2031",4,4,4,2,4,4,5,3,2,"Marca_1"
"2032",5,4,4,5,3,3,5,4,3,"Marca_1"
"2033",5,4,5,5,4,4,3,5,4,"Marca_1"
"2034",4,4,4,4,4,5,4,4,3,"Marca_2"
"2035",5,4,3,4,4,4,3,5,4,"Marca_1"
"2036",5,5,4,3,2,3,4,3,4,"Marca_2"
"2037",2,3,3,4,2,3,6,3,4,"Marca_1"
"2038",5,5,4,4,4,3,4,3,2,"Marca_1"
"2039",3,3,4,5,6,4,4,3,2,"Marca_1"
"2040",5,4,4,5,5,3,3,3,4,"Marca_1"
"2041",5,4,5,3,5,4,6,4,3,"Marca_1"
"2042",4,5,5,5,4,4,5,4,4,"Marca_1"
"2043",3,3,3,4,4,5,3,4,3,"Marca_1"
"2044",4,4,6,5,3,4,5,3,3,"Marca_1"
"2045",4,3,3,5,3,5,4,3,5,"Marca_2"
"2046",3,4,5,5,5,3,6,5,3,"Marca_4"
"2047",6,4,3,5,4,5,5,6,3,"Marca_1"
"2048",4,4,3,4,3,5,3,2,3,"Marca_1"
"2049",3,3,4,4,5,3,5,5,4,"Marca_1"
"2050",7,4,6,5,4,5,6,4,5,"Marca_1"
"2051",5,6,3,3,3,3,3,3,4,"Marca_2"
"2052",4,3,2,4,4,4,3,5,5,"Marca_3"
"2053",4,3,4,5,3,5,2,4,4,"Marca_1"
"2054",4,4,5,2,3,4,5,5,3,"Marca_3"
"2055",4,4,3,4,3,4,4,1,3,"Marca_2"
"2056",4,3,4,3,3,5,5,4,4,"Marca_1"
"2057",5,5,4,2,4,5,3,5,4,"Marca_3"
"2058",5,5,4,4,4,6,4,3,4,"Marca_2"
"2059",3,4,4,3,3,5,3,5,3,"Marca_4"
"2060",4,5,5,5,4,5,4,3,3,"Marca_4"
"2061",4,4,3,3,2,3,4,5,4,"Marca_2"
"2062",6,4,4,3,2,3,3,4,5,"Marca_3"
"2063",4,4,6,4,5,5,5,6,5,"Marca_4"
"2064",3,3,3,4,4,5,3,4,3,"Marca_2"
"2065",5,5,4,5,4,3,4,3,3,"Marca_1"
"2066",3,2,4,4,5,5,3,5,3,"Marca_1"
"2067",3,5,3,4,4,5,4,4,3,"Marca_3"
"2068",5,5,2,5,4,7,4,6,6,"Marca_3"
"2069",3,4,3,5,3,5,5,4,4,"Marca_3"
"2070",5,3,5,4,4,3,4,3,3,"Marca_1"
"2071",4,3,3,5,4,4,5,3,3,"Marca_1"
"2072",4,4,4,4,4,5,4,5,4,"Marca_2"
"2073",3,3,4,3,4,3,4,4,4,"Marca_3"
"2074",5,3,3,5,5,5,3,4,4,"Marca_2"
"2075",4,4,5,3,4,5,3,3,3,"Marca_2"
"2076",4,3,4,5,3,5,4,4,4,"Marca_1"
"2077",5,2,3,5,4,5,5,3,4,"Marca_1"
"2078",4,3,5,4,3,5,5,2,4,"Marca_4"
"2079",4,3,5,5,4,5,4,5,4,"Marca_1"
"2080",5,4,2,1,2,6,4,5,4,"Marca_3"
"2081",3,3,6,4,5,4,3,3,3,"Marca_2"
"2082",4,2,4,5,4,5,3,4,3,"Marca_2"
"2083",3,3,5,4,4,2,3,2,3,"Marca_1"
"2084",4,3,3,5,3,3,3,5,3,"Marca_2"
"2085",5,3,4,4,4,3,5,4,4,"Marca_2"
"2086",3,3,3,5,5,4,4,4,3,"Marca_4"
"2087",4,4,4,4,3,4,4,6,4,"Marca_2"
"2088",3,3,6,3,5,4,4,3,3,"Marca_2"
"2089",5,4,5,3,3,6,3,5,5,"Marca_2"
"2090",4,3,4,6,3,2,7,4,3,"Marca_4"
"2091",5,5,4,5,4,3,4,3,3,"Marca_1"
"2092",4,4,4,3,4,5,3,5,4,"Marca_2"
"2093",7,5,4,5,6,5,5,5,6,"Marca_2"
"2094",4,4,4,3,4,5,5,4,3,"Marca_1"
"2095",3,4,3,4,4,3,3,3,4,"Marca_1"
"2096",3,4,4,4,4,4,4,4,4,"Marca_1"
"2097",5,2,3,3,2,5,2,4,4,"Marca_3"
"2098",5,4,4,4,4,5,6,4,3,"Marca_4"
"2099",3,5,4,4,3,4,5,4,2,"Marca_4"
"2100",4,3,4,3,3,5,3,5,5,"Marca_3"
"2101",3,5,4,4,4,5,4,4,4,"Marca_2"
"2102",3,4,6,6,4,6,3,5,3,"Marca_4"
"2103",3,2,6,4,5,5,4,3,5,"Marca_2"
"2104",5,4,3,3,4,5,4,4,4,"Marca_3"
"2105",3,4,5,4,5,5,4,3,3,"Marca_4"
"2106",4,5,4,3,3,5,3,2,3,"Marca_2"
"2107",3,3,4,5,4,5,5,5,4,"Marca_1"
"2108",5,4,5,5,4,3,4,3,2,"Marca_4"
"2109",3,2,3,4,5,5,3,3,4,"Marca_3"
"2110",5,3,4,3,4,5,3,3,4,"Marca_2"
"2111",3,5,4,5,3,4,4,4,3,"Marca_4"
"2112",5,3,4,4,5,3,4,5,3,"Marca_4"
"2113",4,4,5,4,4,3,5,3,2,"Marca_4"
"2114",3,3,4,5,6,2,4,2,4,"Marca_1"
"2115",4,4,2,4,2,6,3,4,5,"Marca_1"
"2116",4,5,4,3,4,5,3,3,3,"Marca_3"
"2117",5,4,5,5,5,7,5,5,6,"Marca_2"
"2118",4,3,5,4,5,4,4,2,4,"Marca_4"
"2119",4,4,3,4,4,5,3,4,4,"Marca_2"
"2120",4,4,3,2,4,7,4,5,4,"Marca_2"
"2121",4,2,2,4,3,5,4,4,5,"Marca_2"
"2122",4,5,2,4,5,4,3,5,5,"Marca_2"
"2123",4,3,5,4,5,3,5,3,3,"Marca_4"
"2124",5,4,5,5,4,5,6,6,5,"Marca_3"
"2125",5,3,4,5,3,3,2,4,3,"Marca_2"
"2126",4,3,5,4,4,4,5,6,5,"Marca_4"
"2127",5,6,5,4,3,4,4,4,4,"Marca_2"
"2128",4,3,4,5,5,4,5,3,2,"Marca_1"
"2129",5,3,2,6,4,5,5,5,5,"Marca_3"
"2130",5,3,6,4,5,4,5,4,2,"Marca_4"
"2131",5,4,4,3,3,3,4,4,4,"Marca_1"
"2132",5,3,4,3,4,5,4,6,7,"Marca_2"
"2133",3,4,4,4,5,4,5,3,3,"Marca_1"
"2134",4,5,3,3,4,4,4,4,3,"Marca_1"
"2135",6,5,4,2,4,4,4,4,4,"Marca_4"
"2136",5,4,3,3,3,5,3,4,3,"Marca_3"
"2137",6,5,5,4,4,7,5,6,6,"Marca_2"
"2138",5,4,3,5,4,4,3,4,4,"Marca_2"
"2139",4,2,4,4,2,6,5,5,4,"Marca_2"
"2140",4,3,5,6,5,3,6,4,2,"Marca_4"
"2141",4,4,3,4,2,5,4,4,4,"Marca_2"
"2142",5,4,5,5,3,4,4,4,4,"Marca_4"
"2143",5,5,4,4,5,5,5,4,2,"Marca_2"
"2144",5,4,2,3,3,5,3,6,4,"Marca_2"
"2145",4,2,5,4,3,4,4,4,4,"Marca_1"
"2146",4,5,2,3,3,4,4,4,4,"Marca_1"
"2147",4,2,4,4,3,4,3,5,2,"Marca_1"
"2148",4,4,3,4,4,5,4,3,4,"Marca_2"
"2149",4,3,6,4,5,4,4,5,4,"Marca_1"
"2150",4,5,3,3,3,4,5,3,4,"Marca_2"
"2151",5,3,6,2,3,5,3,4,5,"Marca_1"
"2152",3,5,3,3,2,2,5,5,3,"Marca_1"
"2153",4,3,6,6,6,5,5,3,4,"Marca_4"
"2154",4,3,4,3,4,5,4,2,3,"Marca_2"
"2155",6,4,4,4,3,5,2,6,5,"Marca_2"
"2156",5,4,5,5,4,5,3,5,4,"Marca_2"
"2157",4,3,5,6,3,5,4,4,5,"Marca_2"
"2158",3,3,3,4,4,3,3,4,3,"Marca_2"
"2159",5,4,4,4,4,4,5,4,4,"Marca_1"
"2160",6,6,3,4,4,4,4,5,4,"Marca_2"
"2161",5,3,4,5,5,2,4,3,4,"Marca_1"
"2162",4,3,5,4,4,4,4,3,3,"Marca_1"
"2163",4,5,6,4,4,4,3,4,4,"Marca_1"
"2164",4,6,5,5,3,4,5,3,3,"Marca_1"
"2165",4,4,4,5,4,3,5,4,3,"Marca_2"
"2166",5,5,4,3,4,4,4,5,4,"Marca_4"
"2167",5,5,6,5,6,4,4,5,4,"Marca_1"
"2168",5,5,3,5,3,2,3,3,3,"Marca_1"
"2169",5,4,4,4,4,5,4,6,5,"Marca_2"
"2170",5,4,5,4,4,6,5,6,4,"Marca_2"
"2171",4,3,3,1,5,5,4,4,5,"Marca_2"
"2172",4,4,3,4,4,5,3,4,5,"Marca_2"
"2173",5,5,6,5,5,5,3,2,2,"Marca_4"
"2174",4,4,5,4,4,5,4,4,4,"Marca_2"
"2175",3,5,5,4,3,4,4,4,3,"Marca_1"
"2176",4,4,5,5,4,4,3,4,3,"Marca_1"
"2177",5,4,4,4,5,5,5,4,5,"Marca_2"
"2178",5,5,3,5,4,4,4,3,4,"Marca_4"
"2179",4,3,3,3,2,2,4,5,3,"Marca_1"
"2180",4,4,3,2,3,5,3,3,4,"Marca_3"
"2181",5,4,2,4,3,6,3,4,4,"Marca_2"
"2182",3,3,5,5,5,4,5,4,3,"Marca_2"
"2183",5,4,5,6,4,4,5,4,3,"Marca_1"
"2184",4,3,5,5,4,3,4,6,4,"Marca_3"
"2185",6,6,4,4,3,6,3,5,3,"Marca_1"
"2186",3,3,4,5,5,4,3,2,2,"Marca_1"
"2187",5,4,5,5,4,5,4,5,4,"Marca_2"
"2188",4,2,3,4,3,7,3,4,5,"Marca_3"
"2189",3,4,4,5,4,4,5,5,4,"Marca_2"
"2190",4,3,4,5,3,4,3,2,5,"Marca_2"
"2191",4,4,4,4,4,3,3,5,3,"Marca_1"
"2192",5,3,5,3,4,5,5,6,5,"Marca_1"
"2193",6,3,3,3,3,5,2,5,4,"Marca_3"
"2194",4,5,3,3,4,4,3,2,4,"Marca_2"
"2195",5,4,5,5,3,3,4,3,3,"Marca_2"
"2196",5,3,4,4,4,5,4,3,5,"Marca_3"
"2197",4,4,4,4,3,4,4,3,3,"Marca_2"
"2198",4,5,5,3,3,3,4,4,3,"Marca_1"
"2199",5,3,6,4,6,4,4,4,5,"Marca_2"
"2200",5,4,5,5,6,5,4,5,4,"Marca_1"
"2201",5,3,3,3,4,5,3,4,5,"Marca_3"
"2202",3,4,3,4,2,5,3,3,3,"Marca_3"
"2203",3,2,6,3,3,4,5,5,4,"Marca_2"
"2204",4,3,6,4,5,5,4,4,4,"Marca_1"
"2205",3,4,2,3,2,4,4,5,4,"Marca_1"
"2206",3,3,3,3,4,4,3,3,4,"Marca_2"
"2207",3,3,4,3,4,6,5,4,5,"Marca_2"
"2208",5,4,5,5,4,5,4,5,4,"Marca_2"
"2209",3,5,6,4,4,3,4,2,3,"Marca_1"
"2210",5,5,4,5,5,4,4,4,4,"Marca_1"
"2211",4,3,2,4,5,3,4,4,3,"Marca_2"
"2212",3,4,3,4,3,5,3,4,5,"Marca_2"
"2213",5,4,5,4,5,5,5,5,4,"Marca_1"
"2214",4,3,6,5,4,4,5,4,3,"Marca_4"
"2215",5,4,3,2,5,2,4,3,4,"Marca_3"
"2216",4,5,4,4,4,4,4,4,3,"Marca_3"
"2217",3,1,4,4,4,4,3,3,2,"Marca_2"
"2218",5,4,3,3,3,6,4,4,6,"Marca_3"
"2219",5,4,4,4,4,4,4,3,5,"Marca_1"
"2220",4,6,7,5,5,3,6,4,2,"Marca_1"
"2221",6,4,4,5,5,4,5,4,3,"Marca_1"
"2222",5,4,3,3,3,4,5,5,4,"Marca_2"
"2223",5,5,3,3,4,4,3,3,3,"Marca_4"
"2224",6,5,5,4,4,4,4,4,5,"Marca_2"
"2225",4,3,5,5,4,5,5,4,5,"Marca_2"
"2226",4,5,5,4,3,4,4,4,3,"Marca_2"
"2227",4,5,3,4,2,2,3,5,3,"Marca_2"
"2228",3,4,3,4,4,5,3,4,3,"Marca_1"
"2229",6,4,2,4,2,5,3,4,3,"Marca_2"
"2230",2,3,4,4,3,3,4,4,2,"Marca_1"
"2231",5,4,4,4,4,4,4,4,3,"Marca_1"
"2232",4,3,4,4,3,5,3,5,5,"Marca_3"
"2233",6,5,4,4,3,5,4,5,4,"Marca_2"
"2234",3,4,4,5,3,5,4,3,5,"Marca_2"
"2235",5,5,5,3,5,5,6,4,4,"Marca_1"
"2236",6,4,3,4,2,4,5,4,5,"Marca_3"
"2237",5,5,3,2,1,5,4,3,3,"Marca_2"
"2238",4,3,2,4,4,4,4,4,4,"Marca_3"
"2239",5,4,5,4,3,5,5,5,4,"Marca_1"
"2240",5,4,3,4,3,4,4,4,5,"Marca_2"
"2241",4,3,3,2,2,4,4,5,4,"Marca_3"
"2242",5,5,2,3,4,5,3,3,6,"Marca_2"
"2243",4,4,2,4,3,3,3,5,3,"Marca_2"
"2244",3,4,3,3,3,4,5,4,4,"Marca_1"
"2245",3,4,4,6,4,3,4,3,4,"Marca_1"
"2246",3,2,4,3,6,5,4,3,5,"Marca_3"
"2247",3,3,5,4,3,3,5,3,3,"Marca_1"
"2248",5,5,5,5,4,5,4,5,4,"Marca_1"
"2249",5,4,4,4,4,4,3,3,5,"Marca_2"
"2250",4,3,4,4,3,7,4,5,6,"Marca_3"
"2251",4,5,4,3,4,1,3,2,3,"Marca_4"
"2252",5,3,4,5,5,4,4,4,4,"Marca_1"
"2253",2,3,4,3,4,4,5,3,3,"Marca_1"
"2254",4,4,3,4,2,3,4,2,4,"Marca_2"
"2255",4,4,3,2,2,4,2,2,4,"Marca_1"
"2256",3,2,4,5,3,4,3,3,2,"Marca_4"
"2257",5,5,3,3,3,3,2,4,3,"Marca_3"
"2258",5,5,3,5,5,4,4,4,3,"Marca_4"
"2259",3,2,3,4,4,3,5,3,2,"Marca_1"
"2260",4,5,4,3,4,5,3,4,6,"Marca_2"
"2261",4,4,4,3,4,4,5,5,5,"Marca_1"
"2262",4,4,4,4,4,3,5,4,3,"Marca_2"
"2263",5,4,5,3,4,5,3,5,4,"Marca_1"
"2264",3,4,3,3,3,3,4,5,4,"Marca_2"
"2265",7,5,5,5,5,4,4,5,6,"Marca_2"
"2266",4,2,4,4,3,6,5,5,4,"Marca_2"
"2267",6,5,3,3,3,3,4,3,4,"Marca_1"
"2268",5,4,2,4,4,4,5,4,3,"Marca_3"
"2269",5,4,4,4,3,5,4,4,4,"Marca_1"
"2270",5,3,5,5,5,5,5,4,3,"Marca_4"
"2271",2,4,2,4,4,5,3,3,2,"Marca_2"
"2272",5,4,3,3,5,6,4,3,5,"Marca_3"
"2273",5,4,4,6,3,4,4,4,3,"Marca_1"
"2274",3,3,4,3,5,3,5,4,2,"Marca_1"
"2275",5,4,3,4,4,4,4,4,5,"Marca_2"
"2276",5,5,5,5,6,4,5,3,4,"Marca_1"
"2277",4,6,4,3,4,3,4,3,3,"Marca_1"
"2278",4,4,4,2,5,5,3,4,2,"Marca_2"
"2279",3,4,5,3,3,4,5,4,3,"Marca_2"
"2280",5,7,6,3,4,5,5,4,4,"Marca_2"
"2281",4,3,6,4,5,4,4,4,5,"Marca_1"
"2282",6,4,5,4,4,5,6,4,5,"Marca_1"
"2283",2,3,5,3,4,5,4,3,4,"Marca_2"
"2284",6,4,4,4,5,4,1,6,3,"Marca_2"
"2285",5,4,2,4,4,4,3,3,4,"Marca_1"
"2286",3,4,6,4,5,3,5,3,2,"Marca_4"
"2287",5,5,4,4,4,5,4,4,6,"Marca_2"
"2288",2,3,5,4,5,5,4,1,3,"Marca_1"
"2289",4,5,4,4,4,5,4,4,3,"Marca_1"
"2290",5,4,6,5,5,5,3,3,3,"Marca_1"
"2291",4,4,6,6,6,5,4,4,4,"Marca_4"
"2292",5,3,4,4,2,4,2,4,6,"Marca_4"
"2293",3,2,4,4,2,5,4,3,3,"Marca_2"
"2294",4,3,6,4,4,4,5,4,2,"Marca_1"
"2295",4,3,3,4,3,3,3,4,2,"Marca_1"
"2296",3,4,3,5,4,5,3,5,4,"Marca_2"
"2297",6,3,5,4,5,4,4,5,5,"Marca_2"
"2298",5,4,3,4,3,6,3,3,4,"Marca_3"
"2299",5,5,5,5,7,5,5,4,4,"Marca_4"
"2300",3,2,4,4,5,6,4,4,5,"Marca_2"
"2301",6,6,4,5,4,4,6,4,4,"Marca_2"
"2302",5,5,4,4,5,3,5,4,3,"Marca_1"
"2303",4,4,4,4,6,3,5,4,3,"Marca_1"
"2304",2,2,5,2,2,5,4,5,3,"Marca_1"
"2305",4,2,2,2,3,3,3,2,2,"Marca_3"
"2306",4,6,5,3,4,5,4,5,4,"Marca_2"
"2307",3,4,4,5,4,5,4,2,3,"Marca_1"
"2308",5,3,4,3,4,3,4,2,5,"Marca_1"
"2309",4,3,4,4,4,4,5,2,3,"Marca_1"
"2310",5,5,4,5,4,4,3,4,3,"Marca_2"
"2311",4,7,2,4,4,2,3,4,3,"Marca_2"
"2312",3,4,5,5,5,5,5,3,5,"Marca_1"
"2313",4,4,3,5,5,3,3,2,3,"Marca_4"
"2314",3,2,5,4,5,3,6,1,2,"Marca_4"
"2315",4,3,3,2,3,3,4,4,4,"Marca_3"
"2316",4,4,4,4,4,3,3,3,4,"Marca_1"
"2317",5,4,3,4,3,5,2,4,4,"Marca_2"
"2318",4,5,5,3,4,3,5,3,3,"Marca_4"
"2319",4,4,4,3,3,4,3,4,4,"Marca_2"
"2320",5,5,2,6,3,4,3,3,5,"Marca_2"
"2321",5,5,5,3,4,4,3,4,3,"Marca_2"
"2322",7,5,6,4,4,5,5,5,4,"Marca_1"
"2323",4,3,3,5,3,4,3,3,4,"Marca_2"
"2324",4,4,4,4,3,5,5,5,4,"Marca_1"
"2325",5,4,5,4,4,3,5,5,4,"Marca_1"
"2326",3,3,7,5,4,3,6,3,3,"Marca_4"
"2327",4,4,4,3,5,3,6,2,2,"Marca_2"
"2328",3,3,4,3,3,4,5,2,3,"Marca_1"
"2329",3,3,1,3,2,3,4,4,1,"Marca_2"
"2330",4,5,5,4,4,3,5,3,3,"Marca_4"
"2331",5,4,4,4,2,6,5,5,5,"Marca_3"
"2332",4,4,5,5,3,3,4,4,4,"Marca_1"
"2333",3,2,4,6,4,4,6,4,3,"Marca_2"
"2334",6,3,5,4,4,5,2,5,5,"Marca_3"
"2335",1,3,5,5,5,5,5,5,4,"Marca_2"
"2336",4,3,3,2,3,7,3,4,5,"Marca_3"
"2337",4,3,2,3,5,5,3,4,3,"Marca_2"
"2338",4,2,5,4,5,5,5,5,6,"Marca_2"
"2339",5,5,5,4,5,5,4,5,3,"Marca_4"
"2340",5,4,3,5,5,4,4,3,3,"Marca_2"
"2341",6,5,4,5,3,5,5,3,4,"Marca_2"
"2342",3,3,5,5,5,3,4,3,3,"Marca_1"
"2343",3,6,5,4,4,4,5,3,3,"Marca_1"
"2344",6,4,4,2,4,4,3,4,5,"Marca_3"
"2345",4,4,4,2,3,4,4,3,5,"Marca_1"
"2346",4,4,5,5,3,6,5,4,4,"Marca_3"
"2347",5,4,5,3,5,3,4,5,4,"Marca_2"
"2348",5,5,4,5,3,4,3,4,4,"Marca_2"
"2349",3,2,4,3,3,5,3,2,4,"Marca_2"
"2350",4,4,5,5,4,2,5,5,4,"Marca_2"
"2351",6,4,3,4,3,5,5,3,4,"Marca_2"
"2352",2,4,2,4,4,4,4,3,2,"Marca_1"
